Committee_Id,Committee_Name,Link_Image,Committee_Election_State,Committee_Election_District,Report_Type,Receipt_Date,Coverage_Start_Date,Coverage_End_Date,Quarterly_Contribution,Semi_Annual_Contribution
"C00333427","WALDEN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201710149075674408+0","OR","02","OCTOBER QUARTERLY","14-OCT-17","01-JUL-17","30-SEP-17","22650","22650"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201710180200332299+0","WI","00","OCTOBER QUARTERLY","14-OCT-17","01-JUL-17","30-SEP-17","39884","0"
"C00370213","AMERICAN HEALTH QUALITY ASSOCIATION POLITICAL ACTION COMMITTEE (AHQA-PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_201709129074650502+0","","","MONTHLY SEMI-ANNUAL (MY)","12-SEP-17","","","0","0"
"C00458828","TEAM GRAHAM INC","http://docquery.fec.gov/cgi-bin/fecimg/?_201709060200260154+0","","00","JULY QUARTERLY","28-AUG-17","01-APR-17","30-JUN-17","71200","71200"
"C00410803","WHITEHOUSE FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201708250200256625+0","RI","00","JULY QUARTERLY","22-AUG-17","01-APR-17","30-JUN-17","31060","62827"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201708099070307995+0","","","QUARTERLY MID-YEAR / SEMI-ANN","09-AUG-17","01-JAN-17","30-JUN-17","748100","748100"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201707310200245093+0","","","MID-YEAR REPORT","31-JUL-17","01-JAN-17","30-JUN-17","1940376","1940376"
"C00630426","JON OSSOFF FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201707219067132995+0","GA","06","POST-RUN-OFF","21-JUL-17","01-JUN-17","10-JUL-17","0","0"
"C00582064","TRADITIONAL MARRIAGE COALITION","http://docquery.fec.gov/cgi-bin/fecimg/?_201707170300163132+0","","","JULY QUARTERLY","17-JUL-17","","15-JUL-17","0","0"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201707180200204288+0","WI","00","JULY QUARTERLY","15-JUL-17","01-APR-17","30-JUN-17","20884","29684"
"C00458828","TEAM GRAHAM INC","http://docquery.fec.gov/cgi-bin/fecimg/?_201707190200214846+0","","00","JULY QUARTERLY","15-JUL-17","01-APR-17","30-JUN-17","71200","71200"
"C00410803","WHITEHOUSE FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201707190200215139+0","RI","00","JULY QUARTERLY","14-JUL-17","01-APR-17","30-JUN-17","0","0"
"C00486563","MANCHIN FOR WEST VIRGINIA","http://docquery.fec.gov/cgi-bin/fecimg/?_201707170200174708+0","WV","00","JULY QUARTERLY","14-JUL-17","01-APR-17","30-JUN-17","0","0"
"C00637165","GREEN SENATE IMPACT 2018","http://docquery.fec.gov/cgi-bin/fecimg/?_201707170200178969+0","","","JULY QUARTERLY","14-JUL-17","01-APR-17","30-JUN-17","219600","219600"
"C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_201707170200179446+0","OH","00","JULY QUARTERLY","14-JUL-17","01-APR-17","30-JUN-17","27050","76926"
"C00333427","WALDEN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201707149066632153+0","OR","02","JULY QUARTERLY / SEMI-ANNUAL","14-JUL-17","01-APR-17","30-JUN-17","9350","38350"
"C00027466","NRSC","http://docquery.fec.gov/cgi-bin/fecimg/?_201707130200165353+0","","","MID-YEAR REPORT","13-JUL-17","01-APR-17","30-JUN-17","33900","73400"
"C00630426","JON OSSOFF FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201706089056413493+0","GA","06","PRE-RUN-OFF","08-JUN-17","30-MAR-17","31-MAY-17","130571.24","0"
"C00410803","WHITEHOUSE FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201705020200147410+0","RI","00","APRIL QUARTERLY","26-APR-17","01-JAN-17","31-MAR-17","0","0"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201704180200115269+0","WI","00","APRIL QUARTERLY","15-APR-17","01-JAN-17","31-MAR-17","0","0"
"C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_201704170200109040+0","OH","00","APRIL QUARTERLY","14-APR-17","01-JAN-17","31-MAR-17","34709","0"
"C00410803","WHITEHOUSE FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201704200200117340+0","RI","00","APRIL QUARTERLY","14-APR-17","01-JAN-17","31-MAR-17","28881","0"
"C00333427","WALDEN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201704149052245856+0","OR","02","APRIL QUARTERLY","14-APR-17","01-JAN-17","31-MAR-17","29000","29000"
"C00027466","NRSC","http://docquery.fec.gov/cgi-bin/fecimg/?_201704130200089112+0","","","APRIL QUARTERLY","13-APR-17","01-JAN-17","31-MAR-17","39500","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201704129052084841+0","","","APRIL QUARTERLY","12-APR-17","01-JAN-17","31-MAR-17","696600","0"
"C00630426","JON OSSOFF FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201704069052026252+0","GA","06","PRE-SPECIAL","06-APR-17","21-DEC-16","29-MAR-17","38741.29","0"
"C00625624","AMERICAN MADE COALITION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_201703270300144662+0","","","YEAR-END","27-MAR-17","01-JAN-16","31-DEC-16","0","0"
"C00573212","STRICKLAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201703030200079646+0","OH","00","YEAR-END","03-MAR-17","01-OCT-16","31-DEC-16","0","226853"
"C00582064","TRADITIONAL MARRIAGE COALITION","http://docquery.fec.gov/cgi-bin/fecimg/?_201703020300143047+0","","","OCTOBER QUARTERLY","02-MAR-17","","24-FEB-17","0","0"
"C00582064","TRADITIONAL MARRIAGE COALITION","http://docquery.fec.gov/cgi-bin/fecimg/?_201703020300143057+0","","","APRIL QUARTERLY","02-MAR-17","","24-FEB-17","0","0"
"C00582064","TRADITIONAL MARRIAGE COALITION","http://docquery.fec.gov/cgi-bin/fecimg/?_201703020300143052+0","","","JULY QUARTERLY","02-MAR-17","","24-FEB-17","0","0"
"C00582064","TRADITIONAL MARRIAGE COALITION","http://docquery.fec.gov/cgi-bin/fecimg/?_201703020300143042+0","","","YEAR-END","02-MAR-17","","24-FEB-17","0","0"
"C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_201702220200074501+0","NH","00","YEAR-END","22-FEB-17","29-NOV-16","31-DEC-16","0","189098"
"C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201702270200079402+0","WI","00","YEAR-END","22-FEB-17","29-NOV-16","31-DEC-16","0","313595"
"C00589820","DEBORAH ROSS FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201702270200079407+0","NC","00","YEAR-END","22-FEB-17","29-NOV-16","31-DEC-16","0","225618"
"C00619411","HILLARY ACTION FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201701319042360208+0","NY","","QUARTERLY SEMI-ANNUAL (YE)","31-JAN-17","29-NOV-16","31-DEC-16","0","769600"
"C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201701319041601705+0","","","MONTHLY SEMI-ANNUAL (YE)","31-JAN-17","29-NOV-16","31-DEC-16","0","44000"
"C00586537","HILLARY VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201701319042360646+0","NY","","PRE-GENERAL","31-JAN-17","01-OCT-16","19-OCT-16","2528864.48","0"
"C00586537","HILLARY VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201701319042360801+0","NY","","QUARTERLY SEMI-ANNUAL (YE)","31-JAN-17","29-NOV-16","31-DEC-16","0","14771032.61"
"C00586537","HILLARY VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201701319042360549+0","NY","","OCTOBER QUARTERLY","31-JAN-17","01-JUL-16","30-SEP-16","10769947.97","0"
"C00419978","CAROL SHEA-PORTER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201701319042331638+0","NH","01","QUARTERLY YEAR END / SEMI-ANN","31-JAN-17","01-JUL-16","31-DEC-16","23052.43","23052.43"
"C00574889","TAMMY FOR ILLINOIS","http://docquery.fec.gov/cgi-bin/fecimg/?_201702100200071326+0","IL","00","YEAR-END","31-JAN-17","29-NOV-16","31-DEC-16","0","0"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201702010200044836+0","","","YEAR-END","31-JAN-17","29-NOV-16","31-DEC-16","0","670602"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201702030200059716+0","WI","00","YEAR-END","31-JAN-17","01-OCT-16","31-DEC-16","0","0"
"C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201701319042372068+0","NY","","QUARTERLY SEMI-ANNUAL (YE)","31-JAN-17","29-NOV-16","31-DEC-16","0","449540.99"
"C00582809","KATIE MCGINTY FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201701310200020450+0","PA","00","YEAR-END","31-JAN-17","29-NOV-16","31-DEC-16","0","466732"
"C00458398","BENNET FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_201701310200029005+0","CO","00","YEAR-END","31-JAN-17","29-NOV-16","31-DEC-16","0","105944"
"C00575548","CATHERINE CORTEZ MASTO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201701310200020241+0","NV","00","YEAR-END","31-JAN-17","29-NOV-16","31-DEC-16","0","407538"
"C00578484","KIRKPATRICK FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201701310200020314+0","AZ","00","YEAR-END","31-JAN-17","01-OCT-16","31-DEC-16","0","98704"
"C00572925","MISSOURIANS FOR KANDER","http://docquery.fec.gov/cgi-bin/fecimg/?_201701310200020246+0","","00","YEAR-END","31-JAN-17","29-NOV-16","31-DEC-16","0","103279"
"C00333427","WALDEN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201701309041564925+0","OR","02","QUARTERLY YEAR END / SEMI-ANN","30-JAN-17","29-NOV-16","31-DEC-16","1000","36149"
"C00504688","OTERO FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201701159041392458+0","","","QUARTERLY YEAR END / SEMI-ANN","15-JAN-17","01-OCT-16","31-DEC-16","0","0"
"C00589820","DEBORAH ROSS FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201612130200775431+0","NC","00","POST-GENERAL","09-DEC-16","20-OCT-16","28-NOV-16","42395","0"
"C00582809","KATIE MCGINTY FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201612080200671186+0","PA","00","POST-GENERAL","08-DEC-16","20-OCT-16","28-NOV-16","95392","0"
"C00572925","MISSOURIANS FOR KANDER","http://docquery.fec.gov/cgi-bin/fecimg/?_201612080200671181+0","MO","00","POST-GENERAL","08-DEC-16","20-OCT-16","28-NOV-16","44863","0"
"C00619411","HILLARY ACTION FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201612089040484675+0","NY","","POST-GENERAL","08-DEC-16","20-OCT-16","28-NOV-16","100200","0"
"C00586537","HILLARY VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201612089040485164+0","NY","","POST-GENERAL","08-DEC-16","20-OCT-16","28-NOV-16","953671","0"
"C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201701040200000405+0","WI","00","POST-GENERAL","08-DEC-16","20-OCT-16","28-NOV-16","103637","0"
"C00508317","LEADERS FOR FAMILIES SUPER PAC, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_201612089040068392+0","","","POST-GENERAL","08-DEC-16","20-OCT-16","28-NOV-16","0","0"
"C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201612089040485213+0","NY","","POST-GENERAL","08-DEC-16","20-OCT-16","28-NOV-16","18750","0"
"C00574889","TAMMY FOR ILLINOIS","http://docquery.fec.gov/cgi-bin/fecimg/?_201612140200797006+0","IL","00","POST-GENERAL","08-DEC-16","20-OCT-16","28-NOV-16","21603","0"
"C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_201612090200723248+0","NH","00","POST-GENERAL","08-DEC-16","20-OCT-16","28-NOV-16","48729","0"
"C00575548","CATHERINE CORTEZ MASTO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201612090200727027+0","NV","00","PRE-GENERAL","08-DEC-16","01-OCT-16","19-OCT-16","20317","0"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201612080200681706+0","","","POST-GENERAL","08-DEC-16","20-OCT-16","28-NOV-16","37400","0"
"C00575548","CATHERINE CORTEZ MASTO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201612090200727032+0","NV","00","POST-GENERAL","08-DEC-16","20-OCT-16","28-NOV-16","82358","0"
"C00384883","UNIVERSITY OF SOUTH ALABAMA FEDERAL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_201612079037699714+0","AL","","POST-GENERAL","07-DEC-16","08-NOV-16","08-DEC-16","0","0"
"C00607028","RISE UP","http://docquery.fec.gov/cgi-bin/fecimg/?_201611289037566888+0","NE","","POST-GENERAL","28-NOV-16","20-OCT-16","28-NOV-16","0","0"
"C00587584","AMERICANS FOR HEALTH","http://docquery.fec.gov/cgi-bin/fecimg/?_201611210300119604+0","","","OCTOBER QUARTERLY","21-NOV-16","01-JUL-16","30-SEP-16","0","0"
"C00622738","FELLOWSHIP UNITE POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_201611080300118065+0","","","PRE-GENERAL","08-NOV-16","","02-NOV-16","0","2500"
"C00586537","HILLARY VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201610279036926257+0","NY","","PRE-GENERAL","27-OCT-16","01-OCT-16","19-OCT-16","2504964.48","0"
"C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201610279036940114+0","NY","","APRIL QUARTERLY","27-OCT-16","01-JAN-16","31-MAR-16","1569085","0"
"C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201610279036941147+0","NY","","JULY QUARTERLY / SEMI-ANNUAL","27-OCT-16","01-APR-16","30-JUN-16","1190025.34","2914998.52"
"C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_201610280200630003+0","NH","","PRE-GENERAL","27-OCT-16","01-OCT-16","19-OCT-16","50591","0"
"C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201610279036924932+0","NY","","PRE-GENERAL","27-OCT-16","01-OCT-16","19-OCT-16","77234.66","0"
"C00619411","HILLARY ACTION FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201610279036924557+0","NY","","PRE-GENERAL","27-OCT-16","01-OCT-16","19-OCT-16","100200","0"
"C00589820","DEBORAH ROSS FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201610280200631906+0","NC","00","PRE-GENERAL","27-OCT-16","01-OCT-16","19-OCT-16","45714","0"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201610270200589547+0","","","PRE-GENERAL","27-OCT-16","01-OCT-16","19-OCT-16","105200","0"
"C00582809","KATIE MCGINTY FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201610280200624959+0","PA","00","PRE-GENERAL","27-OCT-16","01-OCT-16","19-OCT-16","67011","0"
"C00586537","HILLARY VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201610279036941213+0","NY","","OCTOBER QUARTERLY","27-OCT-16","01-JUL-16","30-SEP-16","10660047.97","0"
"C00587519","DELBENE VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201610279036958543+0","WA","","PRE-GENERAL","27-OCT-16","01-OCT-16","19-OCT-16","0","0"
"C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201610270200593267+0","WI","00","PRE-GENERAL","24-OCT-16","01-OCT-16","19-OCT-16","35109","209958"
"C00578484","KIRKPATRICK FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201610200200501705+0","AZ","00","OCTOBER QUARTERLY","18-OCT-16","11-AUG-16","30-SEP-16","52493","0"
"C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201610159032760095+0","NY","","OCTOBER QUARTERLY","15-OCT-16","01-JUL-16","30-SEP-16","292706.06","0"
"C00619411","HILLARY ACTION FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201610159032759061+0","NY","","OCTOBER QUARTERLY","15-OCT-16","01-JUL-16","30-SEP-16","569200","0"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201610190200466442+0","WI","00","OCTOBER QUARTERLY","15-OCT-16","01-JUL-16","30-SEP-16","0","0"
"C00504688","OTERO FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201610159032861834+0","","","OCTOBER QUARTERLY","15-OCT-16","01-JUL-16","30-SEP-16","0","0"
"C00586537","HILLARY VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201610159032761917+0","NY","","OCTOBER QUARTERLY","15-OCT-16","01-JUL-16","30-SEP-16","10601247.97","0"
"C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201610200200480441+0","WI","00","OCTOBER QUARTERLY","14-OCT-16","21-JUL-16","30-SEP-16","118053","0"
"C00574889","TAMMY FOR ILLINOIS","http://docquery.fec.gov/cgi-bin/fecimg/?_201610190200472092+0","IL","00","OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16","188114","0"
"C00572925","MISSOURIANS FOR KANDER","http://docquery.fec.gov/cgi-bin/fecimg/?_201610180200424209+0","MO","00","OCTOBER QUARTERLY","14-OCT-16","14-JUL-16","30-SEP-16","40487","0"
"C00614073","GAIL SCHWARTZ FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201610149032486269+0","CO","03","OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16","58933.98","0"
"C00333427","WALDEN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201610149032526281+0","OR","02","OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16","25550","25550"
"C00573212","STRICKLAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201610140200402862+0","OH","00","OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16","208803","0"
"C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_201610140200403668+0","NH","00","OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16","78055","0"
"C00578484","KIRKPATRICK FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201610140200402857+0","AZ","00","OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16","82241","0"
"C00575548","CATHERINE CORTEZ MASTO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201610140200402874+0","NV","00","OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16","263303","0"
"C00458398","BENNET FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_201610170200406878+0","CO","00","OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16","89999","0"
"C00582809","KATIE MCGINTY FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201610170200421021+0","PA","00","OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16","296479","0"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201610170200422112+0","","","OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16","457926","0"
"C00589820","DEBORAH ROSS FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201610210200518048+0","NC","00","OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16","125850","0"
"C00616193","BADGER STATE RURAL","http://docquery.fec.gov/cgi-bin/fecimg/?_201610050300101124+0","","","OCTOBER QUARTERLY","05-OCT-16","01-JUL-16","30-SEP-16","0","0"
"C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201609209030977262+0","","","AUGUST MONTHLY","20-SEP-16","01-JUL-16","31-JUL-16","33000","0"
"C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201608199022556101+0","","","AUGUST MONTHLY","19-AUG-16","01-JUL-16","31-JUL-16","32000","0"
"C00578484","KIRKPATRICK FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201608180200340571+0","AZ","00","PRE-PRIMARY","18-AUG-16","01-JUL-16","10-AUG-16","0","0"
"C00458844","MARCO RUBIO FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_201608049022177106+0","","","JULY QUARTERLY / SEMI-ANNUAL","04-AUG-16","01-APR-16","30-JUN-16","0","399202.16"
"C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201607280200326086+0","WI","00","PRE-PRIMARY","25-JUL-16","01-JUL-16","20-JUL-16","20846","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201607189020685007+0","","","JULY MONTHLY / SEMI-ANNUAL","18-JUL-16","01-JAN-16","30-JUN-16","40500","40500"
"C00504688","OTERO FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201607159020666485+0","","","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-16","","","0","0"
"C00458398","BENNET FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_201607180200244653+0","CO","00","JULY QUARTERLY","15-JUL-16","09-JUN-16","30-JUN-16","0","115860"
"C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201607159020642162+0","NY","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-16","01-APR-16","30-JUN-16","1190025.34","2896098.52"
"C00586537","HILLARY VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201607159020642049+0","NY","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-16","01-APR-16","30-JUN-16","1537269.85","1838694.85"
"C00619411","HILLARY ACTION FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201607159020641946+0","NY","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-16","01-APR-16","30-JUN-16","217000","217000"
"C00575548","CATHERINE CORTEZ MASTO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201607150200218995+0","NV","00","JULY QUARTERLY","15-JUL-16","26-MAY-16","30-JUN-16","78141","306432"
"C00578484","KIRKPATRICK FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201607150200219005+0","AZ","00","JULY QUARTERLY","15-JUL-16","01-APR-16","30-JUN-16","0","28029"
"C00333427","WALDEN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201607159020551857+0","OR","02","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-16","28-APR-16","30-JUN-16","4250","27200"
"C00310532","KAY GRANGER CAMPAIGN FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201607159020605351+0","TX","12","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-16","01-APR-16","30-JUN-16","76900","76900"
"C00419978","CAROL SHEA-PORTER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201607159020614978+0","NH","01","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-16","01-JAN-16","30-JUN-16","19536","19536"
"C00574889","TAMMY FOR ILLINOIS","http://docquery.fec.gov/cgi-bin/fecimg/?_201607200200263770+0","IL","00","JULY QUARTERLY","15-JUL-16","01-APR-16","30-JUN-16","128786","248173"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201607200200273161+0","WI","00","JULY QUARTERLY","15-JUL-16","01-MAR-16","30-JUN-16","0","0"
"C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201607200200276384+0","WI","00","JULY QUARTERLY","15-JUL-16","01-APR-16","30-JUN-16","129883","263675"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_201607210200287241+0","NY","00","JULY QUARTERLY","15-JUL-16","09-JUN-16","30-JUN-16","0","0"
"C00589820","DEBORAH ROSS FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201607210200295415+0","NC","00","JULY QUARTERLY","15-JUL-16","01-JAN-16","30-JUN-16","64568","64568"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201607150200219679+0","","","JULY QUARTERLY","15-JUL-16","01-APR-16","30-JUN-16","335850","1607076"
"C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_201607150200222833+0","NH","00","JULY QUARTERLY","15-JUL-16","01-APR-16","30-JUN-16","66689","66689"
"C00573212","STRICKLAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201607150200219000+0","OH","00","JULY QUARTERLY","15-JUL-16","01-APR-16","30-JUN-16","72999","118387"
"C00308676","WYDEN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201607200200262786+0","OR","00","JULY QUARTERLY","14-JUL-16","28-APR-16","30-JUN-16","19342","60713"
"C00610220","GREEN SENATE IMPACT 2016","http://docquery.fec.gov/cgi-bin/fecimg/?_201607120200216381+0","","","JULY QUARTERLY","12-JUL-16","01-APR-16","30-JUN-16","162800","162800"
"C00616193","BADGER STATE RURAL","http://docquery.fec.gov/cgi-bin/fecimg/?_201607060300079412+0","","","JULY QUARTERLY","06-JUL-16","01-APR-16","30-JUN-16","0","0"
"C00458398","BENNET FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_201606170200199739+0","CO","00","PRE-PRIMARY","17-JUN-16","01-APR-16","08-JUN-16","34072","0"
"C00575548","CATHERINE CORTEZ MASTO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201606020200192082+0","NV","00","PRE-PRIMARY","02-JUN-16","01-APR-16","25-MAY-16","31245","0"
"C00308676","WYDEN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201605050200174416+0","OR","00","PRE-PRIMARY","02-MAY-16","01-APR-16","27-APR-16","30300","0"
"C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201604159012556514+0","NY","","APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16","1550185","0"
"C00586537","HILLARY VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201604159012556278+0","NY","","APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16","271600","0"
"C00573212","STRICKLAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201604180200120498+0","OH","00","APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16","22740","0"
